0.3	0.00E+00
0.4	0.00E+00
0.5	6.45E-44
0.6	1.30E-38
0.7	3.22E-34
0.8	6.17E-31
0.9	3.18E-28
1	6.16E-26
1.1	5.63E-24
1.2	2.86E-22
1.3	9.03E-21
1.4	1.94E-19
1.5	3.01E-18
1.6	3.57E-17
1.7	3.38E-16
1.8	2.62E-15
1.9	1.71E-14
2	9.65E-14
2.2	2.11E-12
2.4	3.05E-11
2.6	3.17E-10
2.8	2.52E-09
3	1.61E-08
3.2	4.89E-06
3.4	1.66E-03
3.6	1.06E-02
3.8	3.75E-02
4	1.19E-01
4.5	5.34E-01
5	7.25E-01
5.5	7.68E-01
6	1.06E+00
6.5	1.79E+00
7	3.11E+00
7.1	3.49E+00
7.2	3.87E+00
7.3	4.26E+00
7.4	4.64E+00
7.5	5.02E+00
7.6	5.56E+00
7.7	6.10E+00
7.8	6.64E+00
7.9	7.18E+00
8	7.72E+00
8.1	8.19E+00
8.2	8.66E+00
8.3	9.13E+00
8.4	9.59E+00
8.5	1.01E+01
8.6	1.03E+01
8.7	1.06E+01
8.8	1.09E+01
8.9	1.11E+01
9	1.14E+01
9.1	1.15E+01
9.2	1.15E+01
9.3	1.16E+01
9.4	1.17E+01
9.5	1.18E+01
9.6	1.17E+01
9.7	1.16E+01
9.8	1.15E+01
9.9	1.14E+01
10	1.14E+01
10.1	1.12E+01
10.2	1.10E+01
10.3	1.08E+01
10.4	1.07E+01
10.5	1.05E+01
10.6	1.02E+01
10.7	1.00E+01
10.8	9.77E+00
10.9	9.54E+00
11	9.31E+00
11.1	9.04E+00
11.2	8.78E+00
11.3	8.52E+00
11.4	8.26E+00
11.5	8.00E+00
11.6	7.74E+00
11.7	7.49E+00
11.8	7.23E+00
11.9	6.97E+00
12	6.72E+00
12.1	6.47E+00
12.2	6.23E+00
12.3	5.99E+00
12.4	5.76E+00
12.5	5.54E+00
12.6	5.25E+00
12.7	4.99E+00
12.8	4.74E+00
12.9	4.52E+00
13	4.34E+00
13.1	4.03E+00
13.2	3.75E+00
13.3	3.48E+00
13.4	3.23E+00
13.5	2.97E+00
13.6	2.93E+00
13.7	2.85E+00
13.8	2.73E+00
13.9	2.57E+00
14	2.35E+00
14.1	2.35E+00
14.2	2.30E+00
14.3	2.20E+00
14.4	2.08E+00
14.5	1.93E+00
14.6	1.76E+00
14.7	1.59E+00
14.8	1.41E+00
14.9	1.24E+00
15	1.07E+00
15.1	9.09E-01
15.2	7.62E-01
15.3	6.28E-01
15.4	5.09E-01
15.5	4.04E-01
15.6	3.15E-01
15.7	2.40E-01
15.8	1.79E-01
15.9	1.30E-01
16	9.26E-02
16.1	6.43E-02
16.2	4.35E-02
16.3	2.87E-02
16.4	1.85E-02
16.5	1.16E-02
16.6	7.07E-03
16.7	4.20E-03
16.8	2.43E-03
16.9	1.37E-03
17	7.48E-04
17.1	3.99E-04
17.2	2.07E-04
17.3	1.04E-04
17.4	5.10E-05
17.5	2.43E-05
17.6	1.12E-05
17.7	5.05E-06
17.8	2.21E-06
17.9	9.39E-07
18	3.88E-07
18.1	1.55E-07
18.2	6.06E-08
18.3	2.29E-08
18.4	8.43E-09
18.5	3.01E-09
18.6	1.05E-09
18.7	3.52E-10
18.8	1.15E-10
18.9	3.66E-11
19	1.13E-11
19.1	3.39E-12
19.2	9.85E-13
19.3	2.78E-13
19.4	7.63E-14
19.5	2.03E-14
19.6	5.26E-15
19.7	1.32E-15
19.8	3.22E-16
19.9	7.61E-17
20	1.75E-17
20.1	3.90E-18
20.2	8.44E-19
20.3	1.77E-19
20.4	3.61E-20
20.5	7.16E-21
20.6	1.38E-21
20.7	2.56E-22
20.8	4.64E-23
20.9	8.16E-24
21	1.39E-24
21.1	2.30E-25
21.2	3.70E-26
21.3	5.77E-27
21.4	8.72E-28
21.5	1.28E-28
21.6	1.83E-29
21.7	2.52E-30
21.8	3.39E-31
21.9	4.41E-32
22	5.58E-33
22.1	6.84E-34
22.2	8.14E-35
22.3	9.40E-36
22.4	1.05E-36
22.5	1.15E-37
22.6	1.21E-38
22.7	1.24E-39
22.8	1.23E-40
22.9	1.19E-41
23	1.11E-42
23.1	9.95E-44
23.2	8.41E-45
23.3	0.00E+00
23.4	0.00E+00
23.5	0.00E+00
